用户id,微博昵称,微博正文,是否认证,是否会员,有无签名,微博数,关注数,粉丝数,分组数,原创率,发图率,注册时间,性别,生日,地区
2181454031,寻找松狮,这都算撞的话，那以后其他节目都不能穿古装了？只能中央电视台穿？,0,0,0,9897,1074,724,1,1.0021,1.0021,2020-09-04,女,0001-00-00,内蒙古 阿拉善盟
3844821860,白焲,回复:就是自己不行了 也见不得别人好,0,0,0,2776,744,261,1,0.0011,0.5288,2015-12-07,男,2001-12-30,海南 海口
5540093142,风域然,回复:老祖宗：我瞎了可能,0,1,1,1536,844,52,1,1.0000,1.0000,2020-08-22,女,狮子座,其他
6499514155,LesleyQu,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,女,0,天津
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
3844821860,白焲,回复:就是自己不行了 也见不得别人好,0,0,0,2776,744,261,1,0.0011,0.5406,2016-01-30,男,2001-12-30,海南 海口
5540093142,风域然,回复:老祖宗：我瞎了可能,0,1,1,1536,844,52,1,1.0000,1.0000,2020-08-22,女,狮子座,其他
6499514155,LesleyQu,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,女,0,天津
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
2607524821,无敌霸王郭芙蓉-,？是不是台上有一群人都是抄你啊？,0,0,1,401,130,324,1,0.7143,0.3095,2018-07-28,女,2000-04-27,其他
1411916513,虔信之跃,春晚的总导演好象是X视文艺中心的副主任，这是脸彻底不要了哈。//: 沾唐就算么？//: 针鼻儿大的心胸//:这tm完全不挨着好吗？？？,0,0,1,11443,364,289,1,0.0287,0.0836,2012-03-19,女,0,北京 东城区
5289150729,哇哈哈给不给喝,跳舞抄袭走秀？？？你在逗我吧,0,0,1,1105,157,41,1,0.1089,0.6080,2017-02-02,女,2000-01-01,其他
5818286305,_麦多多_,,0,1,1,613,274,185,1,1.0000,1.0000,2020-09-11,女,1984-05-22,湖北 武汉
7334771375,曾经的四人,回复:自己抄袭也不提，就针对比自己好的呗，,0,1,0,39,127,3,1,0.4359,0.7692,2020-02-24,男,0,其他
2181454031,寻找松狮,这都算撞的话，那以后其他节目都不能穿古装了？只能中央电视台穿？,0,0,0,9897,1074,724,1,1.0021,1.0021,2020-09-04,女,0001-00-00,内蒙古 阿拉善盟
3844821860,白焲,回复:就是自己不行了 也见不得别人好,0,0,0,2776,744,261,1,0.0011,0.5288,2015-12-07,男,2001-12-30,海南 海口
5540093142,风域然,回复:老祖宗：我瞎了可能,0,1,1,1536,844,52,1,1.0000,1.0000,2020-08-22,女,狮子座,其他
6499514155,0,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,0,0,0
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0064,0.5987,2018-11-22,男,0,其他
2607524821,无敌霸王郭芙蓉-,？是不是台上有一群人都是抄你啊？,0,0,1,401,130,324,1,0.7143,0.3095,2018-07-28,女,2000-04-27,其他
1411916513,虔信之跃,春晚的总导演好象是X视文艺中心的副主任，这是脸彻底不要了哈。//: 沾唐就算么？//: 针鼻儿大的心胸//:这tm完全不挨着好吗？？？,0,0,1,11443,364,289,1,0.0287,0.0836,2012-03-19,女,0,北京 东城区
5289150729,哇哈哈给不给喝,跳舞抄袭走秀？？？你在逗我吧,0,0,1,1105,156,41,1,0.1089,0.6080,2017-02-02,女,2000-01-01,其他
5818286305,_麦多多_,,0,1,1,613,274,185,1,1.0000,1.0000,2020-09-11,女,1984-05-22,湖北 武汉
6499514155,LesleyQu,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,女,0,天津
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
2607524821,无敌霸王郭芙蓉-,？是不是台上有一群人都是抄你啊？,0,0,1,401,130,324,1,0.7143,0.3095,2018-07-28,女,2000-04-27,其他
1411916513,虔信之跃,春晚的总导演好象是X视文艺中心的副主任，这是脸彻底不要了哈。//: 沾唐就算么？//: 针鼻儿大的心胸//:这tm完全不挨着好吗？？？,0,0,1,11443,364,289,1,0.0287,0.0836,2012-03-19,女,0,北京 东城区
5289150729,哇哈哈给不给喝,跳舞抄袭走秀？？？你在逗我吧,0,0,1,1105,156,41,1,0.1089,0.6080,2017-02-02,女,2000-01-01,其他
5818286305,_麦多多_,,0,1,1,613,274,185,1,1.0000,1.0000,2020-09-11,女,1984-05-22,湖北 武汉
7334771375,曾经的四人,回复:自己抄袭也不提，就针对比自己好的呗，,0,1,0,39,127,3,1,0.4359,0.7692,2020-02-24,男,0,其他
2253898275,剑韫锦书,懂了，原来真正的法盲在央视,1,1,1,15232,365,2298,1,0.0170,0.0806,2014-12-08,女,1997-03-05,其他
6499514155,LesleyQu,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,女,0,天津
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
2607524821,无敌霸王郭芙蓉-,？是不是台上有一群人都是抄你啊？,0,0,1,401,130,324,1,0.7143,0.3095,2018-07-28,女,2000-04-27,其他
1411916513,虔信之跃,春晚的总导演好象是X视文艺中心的副主任，这是脸彻底不要了哈。//: 沾唐就算么？//: 针鼻儿大的心胸//:这tm完全不挨着好吗？？？,0,0,1,11443,364,289,1,0.0287,0.0836,2012-03-19,女,0,北京 东城区
5289150729,哇哈哈给不给喝,跳舞抄袭走秀？？？你在逗我吧,0,0,1,1105,156,41,1,0.1089,0.6080,2017-02-02,女,2000-01-01,其他
5818286305,_麦多多_,,0,1,1,613,274,185,1,1.0000,1.0000,2020-09-11,女,1984-05-22,湖北 武汉
7334771375,曾经的四人,回复:自己抄袭也不提，就针对比自己好的呗，,0,1,0,39,127,3,1,0.4359,0.7692,2020-02-24,男,0,其他
2253898275,剑韫锦书,懂了，原来真正的法盲在央视,1,1,1,15232,365,2298,1,0.0170,0.0806,2014-12-08,女,1997-03-05,其他
7334771375,曾经的四人,回复:自己抄袭也不提，就针对比自己好的呗，,0,1,0,39,127,3,1,0.4359,0.7692,2020-02-24,男,0,其他
2253898275,剑韫锦书,懂了，原来真正的法盲在央视,1,1,1,15232,365,2298,1,0.0170,0.0806,2014-12-08,女,1997-03-05,其他
6590207735,波波崽猪猪儿虫,要点脸吧，人家哪里抄了,0,1,1,1366,327,97,1,0.9941,1.0000,2020-09-06,男,0,其他
7514425706,你们从哪里来啊,回复:国家宝藏节目出现的全部都是从各地博物馆借走不还的，结果搞得北京的大小啰啰们真把这些国宝当成自己的私有物了，现在连人家唐宋朝老家的人使用自己唐宋的东西都不允许了。无耻下流。,0,0,0,415,267,8,1,0.0218,0.7748,2020-10-20,女,1984-05-26,河南
5540093142,风域然,“给你宣扬华夏传统文化，你说我抄袭…你宣扬了吗…” 要是也宣扬了那还能说得过去，问题是啥都没做就说人家抄袭…怎么着！不知道别的国家一直在虎视眈眈的看着吗！,0,1,1,1536,844,52,1,1.0000,1.0000,2020-08-22,女,狮子座,其他
5583141587,给你微不足道的所有,回复:这是硬碰瓷啊！ys要以权压地方台了！,0,0,0,61,54,62,1,0.3279,0.4918,2017-08-27,男,0,其他
7510671045,艾避避,回复:而且那个服装也不是央视的，是北服一个老师的，央视发什么神经跳出来,0,1,1,2120,506,3,1,0.0047,0.6764,2020-10-08,男,2015-10-08,其他
7510671045,艾避避,回复:而且那个服装也不是央视的，是北服一个老师的，央视发什么神经跳出来,0,1,1,2120,506,3,1,0.0662,0.6764,2020-10-08,男,2015-10-08,其他
6365621785,Zdd31201991,央视现在真的越来越low.了，自从和流量捆绑了以后,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
2546779221,莎士尼亚,作为在全国有影响力的“央视春晚”，如果让观众看后，有励志感，或者有愉悦感，再或者有获得感（比如涨知识），那才是一年一次的成功春晚；如果只是想借明星的知名度，来填补春晚的节目质量，或用明星来吸引观众的眼球，那定位就错了。,0,1,1,1320,49,135,1,0.9983,1.0000,2020-08-27,女,处女座,广西 南宁
1741010740,0,央视2021整个《春冕》的小品相声但凡有一个像这个声明一样好笑呢……,1,1,1,3762,393,1380,1,0.2762,0.2605,2013-03-20,0,0,0
6716310660,黑白线xxx,好不要脸,0,0,1,5730,883,94,1,0.0402,0.1746,2018-09-21,男,0,福建 厦门
1741010740,肉嘟嘟的寒水,央视2021整个《春冕》的小品相声但凡有一个像这个声明一样好笑呢……,1,1,1,3762,393,1380,1,0.2762,0.2605,2013-03-20,男,天秤座,江苏
6716310660,黑白线xxx,好不要脸,0,0,1,5730,883,94,1,0.0402,0.1746,2018-09-21,男,0,福建 厦门
6716310660,黑白线xxx,哪里像了,0,0,1,5730,883,94,1,0.0402,0.1746,2018-09-21,男,0,福建 厦门
5639547895,Jhgfiutrjjh,啧啧啧 输不起啊这是,0,0,1,24795,343,64,2,0.0085,0.0476,2016-07-13,女,射手座,河南 郑州
5750319378,asdd54760,?有网友质疑吗,0,0,1,2,3,11,2,1.0000,0.0000,01月20日 22:,男,2008-09-11,台湾
2566009392,SherryShakespears,撞脸？撞什么脸？撞你大裤衩八米厚的钢筋混凝土脸皮啊？,0,1,1,36016,386,452,1,1.0000,1.0000,2020-08-25,女,天蝎座,海外 其他
7126624443,0,呃，这个声明发的🍵里🍵气的,0,1,1,1048,512,77,1,0.2233,0.5631,2020-02-28,0,0,0
6716310660,黑白线xxx,哪里像了,0,0,1,5730,883,94,1,0.0402,0.1746,2018-09-21,男,0,福建 厦门
5639547895,Jhgfiutrjjh,啧啧啧 输不起啊这是,0,0,1,24795,343,64,2,0.0085,0.0476,2016-07-13,女,射手座,河南 郑州
5750319378,asdd54760,?有网友质疑吗,0,0,1,2,3,11,2,1.0000,0.0000,01月20日 22:,男,2008-09-11,台湾
2566009392,SherryShakespears,撞脸？撞什么脸？撞你大裤衩八米厚的钢筋混凝土脸皮啊？,0,1,1,36016,386,452,1,1.0000,1.0000,2020-08-25,女,天蝎座,海外 其他
7126624443,艹将和叶,呃，这个声明发的🍵里🍵气的,0,1,1,1048,512,77,1,0.2233,0.5631,2020-02-28,女,0,其他
1865841937,sesame515,回复:群嘲cw，我今年一秒都没看,0,0,1,1283,362,249,1,0.0624,0.4134,2012-03-06,女,1989-10-21,江苏 南京
1264590531,王者小小鲁班,这几张图哪里像了？什么鬼？,0,1,1,5571,124,692,1,0.2000,0.2000,01月19日 22:,女,1987-03-09,北京
1264590531,王者小小鲁班,这几张图哪里像了？什么鬼？,0,1,1,5571,124,692,1,0.2000,0.2000,01月19日 22:,女,1987-03-09,北京
6594358522,哇唧唧哇倒闭了倒闭了倒闭了,？？？,0,1,1,12365,637,238,1,0.0332,0.0674,2019-06-09,女,0,其他
7538027158,PengfeiYun,辣鸡,0,0,0,47,131,2,1,0.4255,0.6383,2020-12-20,男,1991-09-19,台湾
5819437599,屿小南_,,0,1,1,4351,542,17441,1,1.0000,1.0000,2020-08-31,女,1998-08-12,河南
5617026646,0,卧槽我真的心疼大河南了，河南春晚导演以后不会被穿小鞋吧,0,1,1,5757,287,121,1,0.0365,0.1808,2016-08-18,0,0,0
2386192370,C21H27Cl3N2O3,是央视某些人的脑子被撞了吧,0,1,1,10758,782,141,1,0.0371,0.0900,2018-02-12,女,1900-01-01,海外 斯洛文尼亚
2809805017,PG保罗乔治官博,Cool,1,1,1,22958,148,2100443,1,0.0871,0.0606,2012-06-13,男,1990-05-02,海外 美国
5505561625,后撤步三分打铁,welcome！welcome！,0,1,0,7,104,85,1,0.0000,1.0000,02月16日 01:,男,2002-01-31,广东
6377280067,奶茶別喝我Hg,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0,1,1,1226,196,313,1,1.0118,1.0118,0,女,天秤座,其他
1679123114,眠松月,理塘游客，上车出发了！！ ,0,1,1,1087,438,1665,1,0.9479,0.8229,2018-06-08,女,01-01,其他
7059012244,田嬷魔,微博之夜什么呀？,0,0,0,48,27,3,1,0.8889,0.4444,01月22日 13:,女,1994-03-01,湖北 武汉
1864452264,遂昌_罗,我觉得会有好多明星跟你合影哎,0,0,1,2000,323,273,1,0.1990,0.8259,2011-07-04,女,摩羯座,浙江 丽水
7466273380,准时bu早退的炫神,s b,0,0,0,86,317,717,1,0.8140,0.3488,2020-06-07,男,0,其他
5672492862,福尔摩斯萌吖,微博之夜,0,1,1,1328,188,345,1,0.5794,0.5869,2015-08-09,女,1997-05-20,河北
7548708658,遥望丁真,很多王友梅想你都想疯了，知道嘛 丁真真,0,0,1,3,8,1,1,0.0000,0.0000,02月15日 10:,女,0,海南 海口
2244540394,冰山雪莲花非花,真真又聪明又帅气,0,0,0,134,256,86,1,0.3433,0.3507,2011-07-13,女,0,海外 丹麦
7476629594,小月儿1111,终于想起来看我们啦,0,1,0,28,29,2,1,0.0714,0.2857,2020-12-17,女,0,四川 成都
2625606187,知和姐姐,进步很大哦！正月里不要剪头哦！,0,0,1,237,35,172,1,0.7173,0.8017,2013-09-18,女,1989-11-15,上海 静安区
2672049581,多登梅朵,回复:没关系，我也第一次知道，你不是一个人。,0,0,1,349,164,276,1,0.5780,0.6069,2014-03-23,女,1992-10-06,四川 甘孜
1864452264,遂昌_罗,我觉得会有好多明星跟你合影哎,0,0,1,2000,326,273,1,0.1990,0.8259,2011-07-04,女,摩羯座,浙江 丽水
7466273380,准时bu早退的炫神,s b,0,0,0,86,317,717,1,0.8140,0.3488,2020-06-07,男,0,其他
5672492862,福尔摩斯萌吖,微博之夜,0,1,1,1328,188,345,1,0.5969,0.6047,2017-01-28,女,1997-05-20,河北
7548708658,遥望丁真,很多王友梅想你都想疯了，知道嘛 丁真真,0,0,1,3,8,1,1,0.0000,0.0000,02月15日 10:,女,0,海南 海口
2244540394,冰山雪莲花非花,真真又聪明又帅气,0,0,0,134,256,86,1,0.3433,0.3507,2011-07-13,女,0,海外 丹麦
1821956893,月半凡子,真真你为什么拿边角料敷衍我们,0,0,1,1173,244,246,1,0.3735,0.8342,2011-02-05,女,2010-09-20,其他
5912549211,演员张凤,唐三昊天锤，加油演员,1,1,1,236,688,40187,1,1.0000,0.4583,2019-03-03,男,2000-11-30,上海
2874656304,橙色_兔飞侠DAYTOY,毕业快乐小怪物们 一起走过风沙的你们,1,1,1,3114,823,1371,1,0.9993,1.0000,2020-11-19,女,1994-08-17,辽宁
7517077223,可爱的爸爸65390,实话实说斗罗大陆真好看，肖战也很帅,0,0,0,2558,1105,7,1,0.0078,0.4157,2020-10-29,男,0,其他
1880635074,升级版zz,有点小感动！人生路上遇到良师益友，此生无悔！,0,0,0,2554,317,140,1,0.0540,0.5844,2011-03-23,女,天秤座,重庆
1743583170,小泰姐-玩转东南亚,这学校上的太快了吧！感觉没上几天课,1,1,1,24090,1171,595,1,0.0116,0.0440,2010-07-18,女,0001-00-00,上海
6239129106,Donald噗,我真求你加个斗罗大陆前边电视剧,0,0,0,321,238,10,1,0.0625,0.8125,2018-05-06,女,2004-10-20,其他
3212123377,守护两小只,40集真的太少了,0,1,0,17,219,26,1,0.4706,0.2941,2015-01-14,女,0,北京
7479850578,零三九七202007,好看呀,0,0,0,5,14,1,1,1.0000,0.8000,2020-08-01,女,2003-07-29,其他
5775090563,Imsayawang,回复:这部剧里面的台词适合抄小本本，真的很正能量。,0,1,0,5,140,53,1,0.6667,0.3333,01月12日 13:,女,1987-06-24,甘肃 兰州
1743583170,小泰姐-玩转东南亚,这学校上的太快了吧！感觉没上几天课,1,1,1,24090,1171,595,1,0.0116,0.0440,2010-07-18,女,0001-00-00,上海
6239129106,Donald噗,我真求你加个斗罗大陆前边电视剧,0,0,0,321,238,10,1,0.0625,0.8125,2018-05-06,女,2004-10-20,其他
3212123377,守护两小只,40集真的太少了,0,1,0,17,219,26,1,0.4706,0.0000,2015-01-14,女,0,北京
7479850578,零三九七202007,好看呀,0,0,0,5,14,1,1,1.0000,0.8000,2020-08-01,女,2003-07-29,其他
5775090563,Imsayawang,回复:这部剧里面的台词适合抄小本本，真的很正能量。,0,1,0,5,140,53,1,0.6667,0.3333,01月12日 13:,女,1987-06-24,甘肃 兰州
5775090563,Imsayawang,回复:这部剧里面的台词适合抄小本本，真的很正能量。,0,1,0,5,140,53,1,0.6667,0.3333,01月12日 13:,女,1987-06-24,甘肃 兰州
7209291430,123de快45945,  快要播完了  舍不得,0,0,0,678,50,1,1,0.4734,0.2663,2019-07-18,男,0,其他
5724993980,霸占肖战的胸肌,原来这一季只拍到毕业，就是唐三和伙伴们的相遇和成长，还有好多谜团没有解开，看来要等下一季了。青春只有一次，不要留遗憾。,0,1,1,491,125,42,1,0.4444,0.6000,2020-11-01,女,1996-06-21,福建
5561096701,涂鸦741,好好看的一部剧,0,0,0,157,330,55,5,0.8974,0.0513,2015-07-22,女,1980-09-11,湖北 武汉
1656645453,爱猫猫的猫言猫语,   不忍道别 ,0,1,1,3246,156,775,1,1.0007,1.0007,2020-12-30,女,0,辽宁 锦州
6000200201,爱上彼时花开,快要结束了，好舍不得,0,1,0,1163,270,40,1,0.0516,0.5250,2016-08-11,女,0,广东 广州
7314556840,jiangle包,好感动啊,0,0,0,956,226,25,1,0.3814,0.3496,2019-10-05,男,0,其他
1656645453,爱猫猫的猫言猫语,   不忍道别 ,0,1,1,3246,156,775,1,1.0007,1.0007,2020-12-30,女,0,辽宁 锦州
6000200201,爱上彼时花开,快要结束了，好舍不得,0,1,0,1163,270,40,1,0.0516,0.5250,2016-08-11,女,0,广东 广州
7314556840,jiangle包,好感动啊,0,0,0,956,226,25,1,0.3814,0.3496,2019-10-05,男,0,其他
6635528140,0,真的好看，能不能不毕业,0,1,1,32521,572,2378,1,1.0000,1.0000,2020-08-26,0,0,0
2931819644,最羡慕四妹,苑长和大师都很不错,0,0,0,124,66,13,1,0.3226,0.7258,2016-12-28,女,0,上海
6047035649,静好tiantian,舍不得,0,1,1,3913,293,9,1,0.0900,0.2674,2019-12-25,女,0,其他
2931819644,最羡慕四妹,苑长和大师都很不错,0,0,0,124,66,13,1,0.3226,0.7258,2016-12-28,女,0,上海
6047035649,静好tiantian,舍不得,0,1,1,3913,293,9,1,0.0900,0.2674,2019-12-25,女,0,其他
7283610094,奢念成魔,史兰客团魂不灭,0,1,1,3419,780,666,1,1.0000,1.0000,2020-09-13,女,射手座,上海
5736384583,干饭闪电狼z,回复:？？个花入个眼，你不喜欢还不允许别人评论了？,0,1,1,96,242,206,1,1.0811,1.0811,2020-09-05,女,1999-10-30,江苏 淮安
5512844445,鱼鱼鱼氵,这个剧拍成这样我都不知道制片方怎么好意思放出来吓人！里面的打戏看了几个片段我真的反胃🤢！(别说看到后面几好看了，因为看到唐三十遇到人面魔蛛直接劝退了哈哈),0,1,0,29,131,16,1,0.6552,1.0345,2015-08-23,男,1995-04-15,重庆 涪陵区
7396235266,若风锐锐tr,谁都有青春，谁都青春过，热血不凉青春永在！,0,0,1,329,52,5,1,0.0312,0.4984,2020-02-20,女,1970-03-05,其他
6047035649,静好tiantian,舍不得,0,1,1,3913,293,9,1,0.0900,0.2674,2019-12-25,女,0,其他
7283610094,奢念成魔,史兰客团魂不灭,0,1,1,3419,780,666,1,1.0000,1.0000,2020-09-13,女,射手座,上海
5736384583,干饭闪电狼z,回复:？？个花入个眼，你不喜欢还不允许别人评论了？,0,1,1,96,242,206,1,1.0811,1.0811,2020-09-05,女,1999-10-30,江苏 淮安
5512844445,鱼鱼鱼氵,这个剧拍成这样我都不知道制片方怎么好意思放出来吓人！里面的打戏看了几个片段我真的反胃🤢！(别说看到后面几好看了，因为看到唐三十遇到人面魔蛛直接劝退了哈哈),0,1,0,29,131,16,1,0.6552,1.0345,2015-08-23,男,1995-04-15,重庆 涪陵区
7396235266,若风锐锐tr,谁都有青春，谁都青春过，热血不凉青春永在！,0,0,1,329,52,5,1,0.4361,0.4984,2020-02-20,女,1970-03-05,其他
5512844445,鱼鱼鱼氵,这个剧拍成这样我都不知道制片方怎么好意思放出来吓人！里面的打戏看了几个片段我真的反胃🤢！(别说看到后面几好看了，因为看到唐三十遇到人面魔蛛直接劝退了哈哈),0,1,0,29,131,16,1,0.6552,1.0345,2015-08-23,男,1995-04-15,重庆 涪陵区
7396235266,若风锐锐tr,谁都有青春，谁都青春过，热血不凉青春永在！,0,0,1,329,52,5,1,0.4361,0.4984,2020-02-20,女,1970-03-05,其他
5067816738,好想牵着你散步,真是演了个锤子，小说里面唐三挺聪明的，演的像个脑瘫。最精彩的应该是打架部分，演来演去就那几个动作，一场战斗就2分钟？俩个动作结束战斗？,0,1,1,3,99,93,1,0.3333,0.0000,2020-10-29,男,1900-12-31,其他
5793921676,DAYTOY战战520,斗罗大陆即将接近尾声了，好不舍得。,0,1,0,993,315,20,1,0.4747,0.4444,2018-08-17,女,0,江苏
1537787343,一只小Jo仔,最后一集的时长是24个小时吗,0,1,1,8,869,464,2,0.0000,0.2353,2016-05-25,女,狮子座,其他
1858353154,urlin,策马正少年才出现两次！！这叫插曲吗？,0,1,1,1548,197,207,4,1.0000,1.0000,2020-09-22,女,1990-10-11,广东 肇庆
3974686843,AlphaSai,真的好看，7怪冲鸭,0,1,0,415,551,146,1,0.3975,0.4500,2019-03-30,女,1989-06-15,北京
5043798615,派大星的朋友52,还是很感动的,0,1,1,475,196,118,6,1.0000,1.0000,2020-12-10,女,巨蟹座,其他
5736384583,干饭闪电狼z,回复:？？个花入个眼，你不喜欢还不允许别人评论了？,0,1,1,96,242,206,1,1.0811,1.0811,2020-09-05,女,1999-10-30,江苏 淮安
5512844445,鱼鱼鱼氵,这个剧拍成这样我都不知道制片方怎么好意思放出来吓人！里面的打戏看了几个片段我真的反胃🤢！(别说看到后面几好看了，因为看到唐三十遇到人面魔蛛直接劝退了哈哈),0,1,0,29,131,16,1,0.6552,1.0345,2015-08-23,男,1995-04-15,重庆 涪陵区
7396235266,若风锐锐tr,谁都有青春，谁都青春过，热血不凉青春永在！,0,0,1,329,52,5,1,0.4361,0.4984,2020-02-20,女,1970-03-05,其他
5067816738,0,真是演了个锤子，小说里面唐三挺聪明的，演的像个脑瘫。最精彩的应该是打架部分，演来演去就那几个动作，一场战斗就2分钟？俩个动作结束战斗？,0,1,1,3,99,93,1,0.3333,0.0000,2020-10-29,0,0,0
5793921676,DAYTOY战战520,斗罗大陆即将接近尾声了，好不舍得。,0,1,0,993,315,20,1,0.4747,0.4444,2018-08-17,女,0,江苏
1537787343,一只小Jo仔,最后一集的时长是24个小时吗,0,1,1,8,869,464,2,0.0000,0.2353,2016-05-25,女,狮子座,其他
1858353154,urlin,策马正少年才出现两次！！这叫插曲吗？,0,1,1,1548,197,207,4,1.0000,1.0000,2020-09-22,女,1990-10-11,广东 肇庆
5512844445,鱼鱼鱼氵,这个剧拍成这样我都不知道制片方怎么好意思放出来吓人！里面的打戏看了几个片段我真的反胃🤢！(别说看到后面几好看了，因为看到唐三十遇到人面魔蛛直接劝退了哈哈),0,1,0,29,131,16,1,0.6552,1.0345,2015-08-23,男,1995-04-15,重庆 涪陵区
7396235266,若风锐锐tr,谁都有青春，谁都青春过，热血不凉青春永在！,0,0,1,330,52,5,1,0.4348,0.0311,2020-02-20,女,1970-03-05,其他
5067816738,好想牵着你散步,真是演了个锤子，小说里面唐三挺聪明的，演的像个脑瘫。最精彩的应该是打架部分，演来演去就那几个动作，一场战斗就2分钟？俩个动作结束战斗？,0,1,1,3,99,93,1,0.3333,0.0000,2020-10-29,男,1900-12-31,其他
5793921676,DAYTOY战战520,斗罗大陆即将接近尾声了，好不舍得。,0,1,0,993,315,20,1,0.4747,0.4444,2018-08-17,女,0,江苏
1537787343,一只小Jo仔,最后一集的时长是24个小时吗,0,1,1,8,869,464,2,0.0000,0.2353,2016-05-25,女,狮子座,其他
1858353154,urlin,策马正少年才出现两次！！这叫插曲吗？,0,1,1,1548,197,207,4,1.0000,1.0000,2020-09-22,女,1990-10-11,广东 肇庆
3974686843,AlphaSai,真的好看，7怪冲鸭,0,1,0,415,551,146,1,0.3975,0.4500,2019-03-30,女,1989-06-15,北京
5043798615,派大星的朋友52,还是很感动的,0,1,1,475,196,118,6,1.0000,1.0000,2020-12-10,女,巨蟹座,其他
3883929894,我与你的无可奈何,不想让你们毕业啊！继续团战啊！😭😭,0,0,0,303,65,6,1,0.5652,0.3478,2020-12-12,女,0001-00-00,山东 济南
2309445637,梁辰美景1212, 太感人了…不舍得…,0,0,0,178,243,207,1,0.6286,0.4571,2012-05-26,女,0,安徽 蚌埠
5615480091,呆桃毛毛111, 史兰克学院毕业季，满满的舍不得。我也舍不得看明天的最后一集了,0,1,0,249,47,5,1,0.4418,0.4819,2020-12-17,女,天秤座,江苏 苏州
1458971887,mandy103117,回复:接受一切善意的批评和意见，因为这会让他更快成长为一名好演员，谢谢大家对他的关注,0,0,0,271,369,112,1,0.6364,0.5000,2011-09-18,女,1981-10-31,北京
1008994607,冬夜沉香1005, 只有最后一集了，好舍不得，希望史兰克七怪毕业后还能不忘初心，热血前行！,0,1,1,4676,397,678,1,1.0000,1.0000,2020-08-27,女,01-01,江苏 苏州
6911362807,小小俏娇娇,,0,0,1,1334,56,36,1,0.2483,0.5208,2019-07-22,女,2000-01-01,重庆 渝中区
1100183860,落雨倾听,要不再去读个研读个博？😄,0,0,0,148,78,26,1,1.2857,1.0000,2020-12-06,女,0,其他
5979720511,别离开哦w,当然要，有这个机会先赶紧赚钱存钱吧,0,1,1,2609,463,358,1,109.0000,109.0000,02月19日 11:,女,巨蟹座,浙江 嘉兴
7396353019,午間樂隊營業時間,是个机会就应该把握，尽管有可能失去很多东西，但是同样你也会收获很多同龄人得不到的,0,1,1,4623,499,573,1,1.0000,1.0000,2020-08-31,女,射手座,湖北
5912549211,0,必须要好好把握，因为在你把握的时候你知道你有这个能力,1,1,1,236,688,40187,1,1.0000,0.4583,2019-03-03,0,0,0
5662788843,小林同学啞,我很赞同熊浩但是我是俗人我还是想要，我的自信是一点点被现实磨掉的，可能我还是不够强大吧,0,1,1,34,158,159,1,0.8824,0.5882,2018-05-03,女,2000-09-12,辽宁 营口
7195613951,输了青丝秃了头,年轻的时候拼一把，起码老了回忆往事是有个说头,0,0,1,97,97,10,1,0.0412,0.8247,2020-04-11,女,狮子座,其他
5841861120,peekaboo睿,哪有什么一夜成名，都是千辛万苦的付出换来的,0,0,0,528,205,27,1,0.5303,0.3030,2016-02-19,女,0,云南
6530704794,追光少女A,这个没有什么可有疑问的，二十岁的我们都是血气方刚的少年，就像姜思达说的，选择了你可能有不同的结果；但是不选择就只有我没变这一个结果。,1,1,1,276,115,100071,1,0.8365,0.8745,2019-02-07,女,白羊座,北京
6063472909,水果好好好吃,年轻人有机会就要抓住 ，重头再来总比没有拥有过好，也是一种难得的经历,0,0,1,796,23,40,1,0.9597,0.2987,2019-03-13,女,0,广西
6009766139,岁月静好kiko,回复:只是个机会，你接不了就说明你需要看看自己的能力 。不要怨天尤人 。接得了就说明你之前的努力没有白费 。,0,1,1,2962,120,167,1,0.1898,0.4034,2017-01-24,女,1973-01-01,其他
5449543156,缇不停,投了我就能成名吗？不能，我二十一了,0,1,1,3147,266,39,4,0.2041,0.3381,2015-07-07,女,1999-10-15,江苏 徐州
